hour_of_day,day_of_week,day_name,month,is_lunch_peak,is_dinner_peak,is_weekend,orders_next_30min
9,6,Sun,12,0,0,1,8
22,6,Sun,3,0,1,1,17
19,5,Sat,2,0,1,1,17
12,0,Mon,12,1,0,0,11
14,6,Sun,2,1,0,1,15
10,5,Sat,6,0,0,1,8
21,2,Wed,7,0,1,0,12
15,5,Sat,4,0,0,1,9
16,6,Sun,1,0,0,1,7
9,3,Thu,6,0,0,0,4
21,5,Sat,7,0,1,1,17
12,4,Fri,4,1,0,0,11
19,0,Mon,6,0,1,0,14
12,0,Mon,9,1,0,0,11
21,2,Wed,4,0,1,0,13
13,5,Sat,12,1,0,1,16
22,2,Wed,10,0,1,0,14
20,2,Wed,4,0,1,0,15
20,3,Thu,10,0,1,0,13
12,1,Tue,12,1,0,0,12
17,2,Wed,5,0,0,0,2
15,1,Tue,3,0,0,0,4
21,1,Tue,10,0,1,0,12
10,0,Mon,2,0,0,0,3
9,4,Fri,9,0,0,0,4
17,4,Fri,1,0,0,0,5
9,5,Sat,5,0,0,1,7
14,3,Thu,5,1,0,0,12
10,3,Thu,8,0,0,0,5
12,4,Fri,6,1,0,0,11
14,5,Sat,6,1,0,1,16
13,6,Sun,6,1,0,1,15
19,4,Fri,4,0,1,0,13
14,5,Sat,1,1,0,1,14
11,5,Sat,3,0,0,1,6
13,5,Sat,10,1,0,1,15
10,5,Sat,12,0,0,1,6
15,0,Mon,11,0,0,0,2
11,0,Mon,6,0,0,0,2
9,4,Fri,5,0,0,0,2
22,5,Sat,10,0,1,1,18
16,2,Wed,1,0,0,0,2
16,5,Sat,5,0,0,1,7
11,2,Wed,2,0,0,0,3
21,0,Mon,1,0,1,0,13
15,5,Sat,4,0,0,1,7
17,1,Tue,6,0,0,0,2
16,4,Fri,7,0,0,0,5
11,5,Sat,9,0,0,1,6
21,3,Thu,5,0,1,0,13
10,2,Wed,8,0,0,0,5
21,6,Sun,8,0,1,1,19
18,6,Sun,11,0,0,1,10
15,5,Sat,9,0,0,1,6
15,1,Tue,3,0,0,0,4
17,2,Wed,3,0,0,0,4
13,1,Tue,9,1,0,0,10
12,6,Sun,7,1,0,1,17
16,4,Fri,4,0,0,0,2
22,6,Sun,1,0,1,1,18
12,4,Fri,7,1,0,0,13
12,4,Fri,10,1,0,0,10
20,0,Mon,6,0,1,0,13
22,6,Sun,3,0,1,1,17
20,6,Sun,5,0,1,1,18
10,1,Tue,3,0,0,0,7
21,5,Sat,8,0,1,1,19
9,3,Thu,5,0,0,0,2
12,3,Thu,10,1,0,0,11
15,4,Fri,10,0,0,0,5
20,3,Thu,6,0,1,0,12
17,2,Wed,2,0,0,0,4
17,1,Tue,8,0,0,0,4
20,1,Tue,9,0,1,0,13
18,1,Tue,3,0,0,0,2
9,2,Wed,6,0,0,0,5
13,5,Sat,6,1,0,1,14
15,0,Mon,2,0,0,0,3
21,2,Wed,10,0,1,0,13
15,1,Tue,8,0,0,0,7
18,1,Tue,5,0,0,0,3
14,6,Sun,11,1,0,1,15
19,1,Tue,11,0,1,0,14
18,5,Sat,8,0,0,1,7
12,3,Thu,8,1,0,0,10
11,0,Mon,12,0,0,0,5
20,2,Wed,3,0,1,0,13
21,1,Tue,5,0,1,0,15
17,6,Sun,7,0,0,1,8
20,6,Sun,5,0,1,1,16
21,4,Fri,6,0,1,0,15
18,0,Mon,2,0,0,0,3
12,6,Sun,8,1,0,1,16
16,4,Fri,5,0,0,0,5
21,0,Mon,6,0,1,0,13
9,1,Tue,1,0,0,0,5
15,0,Mon,10,0,0,0,3
20,0,Mon,2,0,1,0,12
14,1,Tue,11,1,0,0,11
21,5,Sat,4,0,1,1,16
20,6,Sun,11,0,1,1,16
9,4,Fri,9,0,0,0,5
12,5,Sat,6,1,0,1,16
20,4,Fri,8,0,1,0,13
22,3,Thu,2,0,1,0,13
13,6,Sun,10,1,0,1,15
19,4,Fri,5,0,1,0,13
16,4,Fri,12,0,0,0,5
12,0,Mon,12,1,0,0,12
11,3,Thu,1,0,0,0,5
10,1,Tue,4,0,0,0,8
12,1,Tue,10,1,0,0,12
19,2,Wed,1,0,1,0,12
18,3,Thu,11,0,0,0,6
22,0,Mon,11,0,1,0,14
21,2,Wed,9,0,1,0,12
12,2,Wed,2,1,0,0,13
21,1,Tue,7,0,1,0,15
18,4,Fri,3,0,0,0,2
13,0,Mon,2,1,0,0,12
21,3,Thu,4,0,1,0,16
15,2,Wed,7,0,0,0,3
17,0,Mon,7,0,0,0,4
10,1,Tue,9,0,0,0,4
13,2,Wed,12,1,0,0,14
19,2,Wed,3,0,1,0,15
18,5,Sat,7,0,0,1,6
17,1,Tue,6,0,0,0,5
20,5,Sat,10,0,1,1,16
22,1,Tue,7,0,1,0,15
21,1,Tue,7,0,1,0,13
11,5,Sat,10,0,0,1,7
9,6,Sun,5,0,0,1,7
10,0,Mon,9,0,0,0,5
22,0,Mon,7,0,1,0,12
14,6,Sun,7,1,0,1,16
13,0,Mon,12,1,0,0,11
9,4,Fri,3,0,0,0,4
9,2,Wed,1,0,0,0,2
19,0,Mon,5,0,1,0,14
12,4,Fri,8,1,0,0,14
20,2,Wed,5,0,1,0,15
12,0,Mon,10,1,0,0,16
14,1,Tue,3,1,0,0,13
14,6,Sun,9,1,0,1,15
18,3,Thu,2,0,0,0,3
22,0,Mon,3,0,1,0,15
14,3,Thu,12,1,0,0,12
9,0,Mon,4,0,0,0,5
18,1,Tue,10,0,0,0,4
17,6,Sun,1,0,0,1,10
19,6,Sun,11,0,1,1,17
15,3,Thu,4,0,0,0,5
15,4,Fri,4,0,0,0,4
19,1,Tue,9,0,1,0,17
15,3,Thu,8,0,0,0,5
10,3,Thu,2,0,0,0,3
10,5,Sat,7,0,0,1,9
14,5,Sat,6,1,0,1,17
15,1,Tue,7,0,0,0,4
11,1,Tue,11,0,0,0,2
21,1,Tue,4,0,1,0,13
12,2,Wed,5,1,0,0,12
22,4,Fri,6,0,1,0,14
20,0,Mon,9,0,1,0,13
11,5,Sat,2,0,0,1,7
15,6,Sun,11,0,0,1,7
15,6,Sun,9,0,0,1,10
12,3,Thu,10,1,0,0,11
21,5,Sat,1,0,1,1,18
15,0,Mon,4,0,0,0,5
13,1,Tue,12,1,0,0,12
9,6,Sun,5,0,0,1,9
18,5,Sat,9,0,0,1,7
12,4,Fri,6,1,0,0,13
15,4,Fri,4,0,0,0,4
21,2,Wed,2,0,1,0,13
10,5,Sat,5,0,0,1,8
10,1,Tue,8,0,0,0,3
9,3,Thu,8,0,0,0,2
10,2,Wed,6,0,0,0,4
18,1,Tue,11,0,0,0,4
22,2,Wed,1,0,1,0,13
16,5,Sat,8,0,0,1,6
19,0,Mon,4,0,1,0,12
16,6,Sun,2,0,0,1,6
16,5,Sat,1,0,0,1,6
9,1,Tue,7,0,0,0,3
9,3,Thu,2,0,0,0,4
20,3,Thu,4,0,1,0,13
18,1,Tue,4,0,0,0,2
12,2,Wed,10,1,0,0,13
14,4,Fri,1,1,0,0,10
16,1,Tue,2,0,0,0,4
21,6,Sun,1,0,1,1,17
10,5,Sat,6,0,0,1,10
21,3,Thu,3,0,1,0,12
11,0,Mon,1,0,0,0,8
14,3,Thu,12,1,0,0,11
18,4,Fri,8,0,0,0,4
12,3,Thu,12,1,0,0,12
20,4,Fri,4,0,1,0,15
10,6,Sun,10,0,0,1,6
15,1,Tue,7,0,0,0,4
12,3,Thu,10,1,0,0,10
16,2,Wed,2,0,0,0,6
16,5,Sat,6,0,0,1,9
15,2,Wed,6,0,0,0,4
18,5,Sat,7,0,0,1,7
17,3,Thu,12,0,0,0,5
12,6,Sun,1,1,0,1,16
15,3,Thu,12,0,0,0,3
18,5,Sat,1,0,0,1,9
18,6,Sun,2,0,0,1,7
20,0,Mon,11,0,1,0,14
9,6,Sun,2,0,0,1,8
12,3,Thu,5,1,0,0,11
10,0,Mon,1,0,0,0,4
17,0,Mon,11,0,0,0,4
13,5,Sat,2,1,0,1,17
11,0,Mon,6,0,0,0,3
12,0,Mon,3,1,0,0,16
14,1,Tue,4,1,0,0,10
18,6,Sun,1,0,0,1,6
9,2,Wed,5,0,0,0,3
15,0,Mon,4,0,0,0,2
16,2,Wed,8,0,0,0,3
15,0,Mon,3,0,0,0,2
15,2,Wed,10,0,0,0,3
17,3,Thu,1,0,0,0,3
21,3,Thu,10,0,1,0,13
12,2,Wed,5,1,0,0,13
22,6,Sun,1,0,1,1,17
15,0,Mon,11,0,0,0,6
17,1,Tue,5,0,0,0,5
13,6,Sun,9,1,0,1,16
10,2,Wed,5,0,0,0,5
13,6,Sun,2,1,0,1,14
12,4,Fri,2,1,0,0,10
16,1,Tue,10,0,0,0,4
13,4,Fri,9,1,0,0,12
17,2,Wed,12,0,0,0,3
17,0,Mon,5,0,0,0,5
11,6,Sun,11,0,0,1,7
21,6,Sun,8,0,1,1,17
18,4,Fri,10,0,0,0,3
14,6,Sun,4,1,0,1,14
14,2,Wed,2,1,0,0,12
12,1,Tue,4,1,0,0,12
19,0,Mon,12,0,1,0,14
21,4,Fri,11,0,1,0,17
18,6,Sun,4,0,0,1,8
11,2,Wed,11,0,0,0,3
9,0,Mon,9,0,0,0,3
20,0,Mon,10,0,1,0,18
15,3,Thu,11,0,0,0,4
13,0,Mon,6,1,0,0,11
22,2,Wed,10,0,1,0,13
18,1,Tue,6,0,0,0,5
15,5,Sat,5,0,0,1,9
9,3,Thu,6,0,0,0,2
16,2,Wed,1,0,0,0,2
11,2,Wed,5,0,0,0,4
15,2,Wed,12,0,0,0,2
20,4,Fri,6,0,1,0,15
11,6,Sun,8,0,0,1,6
22,4,Fri,4,0,1,0,13
11,1,Tue,5,0,0,0,4
18,2,Wed,4,0,0,0,3
17,6,Sun,7,0,0,1,7
21,4,Fri,10,0,1,0,14
10,4,Fri,6,0,0,0,4
22,4,Fri,4,0,1,0,12
12,1,Tue,6,1,0,0,10
14,1,Tue,4,1,0,0,11
22,2,Wed,12,0,1,0,14
11,3,Thu,8,0,0,0,2
20,2,Wed,11,0,1,0,13
18,4,Fri,3,0,0,0,2
22,5,Sat,8,0,1,1,18
18,6,Sun,2,0,0,1,7
15,4,Fri,6,0,0,0,5
15,0,Mon,8,0,0,0,4
13,5,Sat,1,1,0,1,16
11,5,Sat,6,0,0,1,8
10,6,Sun,9,0,0,1,7
12,2,Wed,10,1,0,0,10
22,4,Fri,10,0,1,0,12
21,4,Fri,2,0,1,0,13
12,3,Thu,11,1,0,0,12
19,0,Mon,1,0,1,0,13
16,2,Wed,2,0,0,0,3
16,1,Tue,5,0,0,0,3
21,2,Wed,6,0,1,0,14
13,5,Sat,1,1,0,1,16
21,2,Wed,7,0,1,0,16
14,3,Thu,11,1,0,0,13
16,2,Wed,4,0,0,0,3
9,3,Thu,9,0,0,0,4
13,5,Sat,6,1,0,1,15
12,3,Thu,9,1,0,0,10
12,6,Sun,1,1,0,1,15
19,6,Sun,4,0,1,1,17
10,4,Fri,2,0,0,0,2
18,1,Tue,6,0,0,0,2
9,5,Sat,4,0,0,1,7
22,3,Thu,9,0,1,0,14
14,0,Mon,3,1,0,0,11
15,5,Sat,1,0,0,1,7
13,0,Mon,11,1,0,0,14
16,1,Tue,11,0,0,0,2
17,3,Thu,1,0,0,0,4
19,5,Sat,12,0,1,1,18
19,5,Sat,9,0,1,1,17
10,1,Tue,9,0,0,0,2
19,4,Fri,5,0,1,0,13
21,0,Mon,2,0,1,0,16
12,5,Sat,9,1,0,1,14
19,2,Wed,12,0,1,0,12
17,0,Mon,8,0,0,0,5
13,3,Thu,11,1,0,0,11
11,1,Tue,10,0,0,0,4
14,0,Mon,10,1,0,0,13
11,2,Wed,6,0,0,0,4
22,6,Sun,7,0,1,1,18
13,2,Wed,12,1,0,0,12
11,1,Tue,6,0,0,0,6
14,1,Tue,5,1,0,0,11
20,6,Sun,4,0,1,1,16
18,0,Mon,7,0,0,0,5
13,3,Thu,4,1,0,0,10
22,4,Fri,10,0,1,0,13
17,2,Wed,10,0,0,0,5
11,1,Tue,10,0,0,0,4
14,4,Fri,9,1,0,0,10
16,4,Fri,5,0,0,0,2
15,4,Fri,8,0,0,0,5
14,3,Thu,12,1,0,0,12
22,1,Tue,12,0,1,0,16
10,2,Wed,12,0,0,0,4
15,1,Tue,6,0,0,0,4
16,0,Mon,4,0,0,0,3
9,2,Wed,12,0,0,0,3
17,1,Tue,3,0,0,0,2
12,2,Wed,11,1,0,0,11
16,0,Mon,6,0,0,0,3
18,5,Sat,1,0,0,1,8
15,2,Wed,2,0,0,0,3
22,5,Sat,7,0,1,1,18
21,4,Fri,4,0,1,0,12
18,6,Sun,5,0,0,1,8
15,3,Thu,11,0,0,0,3
10,0,Mon,10,0,0,0,4
9,2,Wed,1,0,0,0,2
12,0,Mon,2,1,0,0,11
20,4,Fri,4,0,1,0,14
10,5,Sat,8,0,0,1,10
16,3,Thu,10,0,0,0,5
18,0,Mon,4,0,0,0,2
15,5,Sat,3,0,0,1,8
16,4,Fri,3,0,0,0,4
19,4,Fri,12,0,1,0,14
14,4,Fri,5,1,0,0,11
9,6,Sun,3,0,0,1,8
22,5,Sat,8,0,1,1,16
21,2,Wed,5,0,1,0,15
21,1,Tue,12,0,1,0,14
20,0,Mon,12,0,1,0,12
17,6,Sun,7,0,0,1,7
14,1,Tue,11,1,0,0,15
20,4,Fri,8,0,1,0,13
21,1,Tue,5,0,1,0,13
18,5,Sat,8,0,0,1,9
9,4,Fri,12,0,0,0,4
9,6,Sun,3,0,0,1,9
16,4,Fri,12,0,0,0,3
14,3,Thu,7,1,0,0,11
16,3,Thu,8,0,0,0,3
16,6,Sun,7,0,0,1,6
19,5,Sat,2,0,1,1,17
22,5,Sat,8,0,1,1,18
16,1,Tue,6,0,0,0,3
18,6,Sun,10,0,0,1,8
15,0,Mon,3,0,0,0,3
15,6,Sun,4,0,0,1,6
18,1,Tue,7,0,0,0,4
12,5,Sat,3,1,0,1,15
17,0,Mon,1,0,0,0,4
20,6,Sun,6,0,1,1,18
10,1,Tue,3,0,0,0,2
19,2,Wed,11,0,1,0,13
17,2,Wed,10,0,0,0,2
18,0,Mon,6,0,0,0,5
11,3,Thu,10,0,0,0,5
22,0,Mon,12,0,1,0,14
21,1,Tue,3,0,1,0,14
10,4,Fri,6,0,0,0,5
21,2,Wed,11,0,1,0,12
12,4,Fri,4,1,0,0,11
13,2,Wed,4,1,0,0,12
10,1,Tue,10,0,0,0,3
21,2,Wed,10,0,1,0,14
9,0,Mon,11,0,0,0,2
18,4,Fri,2,0,0,0,2
19,5,Sat,4,0,1,1,17
13,4,Fri,11,1,0,0,13
17,1,Tue,12,0,0,0,4
20,5,Sat,4,0,1,1,16
20,4,Fri,11,0,1,0,13
13,6,Sun,7,1,0,1,16
20,1,Tue,5,0,1,0,13
19,6,Sun,8,0,1,1,16
18,3,Thu,7,0,0,0,4
17,0,Mon,10,0,0,0,4
22,2,Wed,9,0,1,0,13
21,6,Sun,8,0,1,1,18
20,2,Wed,9,0,1,0,15
18,2,Wed,1,0,0,0,9
14,3,Thu,10,1,0,0,13
11,0,Mon,12,0,0,0,3
12,4,Fri,3,1,0,0,11
12,6,Sun,5,1,0,1,16
9,4,Fri,9,0,0,0,3
11,0,Mon,8,0,0,0,4
11,5,Sat,10,0,0,1,9
21,0,Mon,7,0,1,0,13
22,2,Wed,2,0,1,0,12
9,4,Fri,11,0,0,0,2
21,0,Mon,6,0,1,0,12
17,4,Fri,4,0,0,0,4
19,0,Mon,5,0,1,0,14
9,1,Tue,5,0,0,0,4
17,6,Sun,4,0,0,1,8
9,2,Wed,4,0,0,0,3
10,0,Mon,4,0,0,0,3
10,3,Thu,11,0,0,0,3
22,0,Mon,2,0,1,0,14
14,1,Tue,1,1,0,0,10
15,3,Thu,12,0,0,0,5
19,3,Thu,2,0,1,0,13
9,0,Mon,7,0,0,0,5
11,1,Tue,12,0,0,0,5
10,3,Thu,1,0,0,0,3
16,6,Sun,6,0,0,1,7
17,2,Wed,4,0,0,0,2
21,5,Sat,2,0,1,1,19
10,2,Wed,3,0,0,0,4
10,4,Fri,7,0,0,0,3
18,4,Fri,6,0,0,0,3
17,1,Tue,6,0,0,0,2
22,3,Thu,8,0,1,0,12
12,2,Wed,8,1,0,0,12
13,2,Wed,6,1,0,0,11
21,5,Sat,1,0,1,1,18
19,1,Tue,10,0,1,0,13
17,6,Sun,7,0,0,1,8
14,3,Thu,8,1,0,0,10
18,1,Tue,5,0,0,0,3
20,0,Mon,11,0,1,0,12
17,2,Wed,4,0,0,0,4
17,1,Tue,7,0,0,0,4
15,1,Tue,12,0,0,0,4
22,5,Sat,12,0,1,1,17
20,6,Sun,11,0,1,1,21
18,0,Mon,6,0,0,0,4
17,4,Fri,12,0,0,0,2
13,2,Wed,6,1,0,0,10
13,5,Sat,3,1,0,1,15
20,6,Sun,11,0,1,1,16
16,6,Sun,10,0,0,1,7
18,1,Tue,4,0,0,0,4
12,2,Wed,5,1,0,0,11
17,4,Fri,9,0,0,0,3
15,6,Sun,8,0,0,1,7
15,1,Tue,3,0,0,0,3
21,6,Sun,6,0,1,1,16
11,0,Mon,10,0,0,0,3
12,6,Sun,1,1,0,1,17
15,2,Wed,3,0,0,0,5
19,6,Sun,10,0,1,1,17
19,6,Sun,12,0,1,1,20
22,5,Sat,7,0,1,1,18
13,0,Mon,7,1,0,0,11
20,4,Fri,2,0,1,0,13
11,4,Fri,3,0,0,0,2
9,2,Wed,7,0,0,0,3
15,4,Fri,12,0,0,0,4
14,3,Thu,6,1,0,0,13
18,5,Sat,7,0,0,1,8
15,2,Wed,10,0,0,0,4
22,6,Sun,9,0,1,1,17
10,3,Thu,8,0,0,0,4
21,4,Fri,6,0,1,0,13
20,6,Sun,12,0,1,1,19
12,2,Wed,4,1,0,0,10
10,3,Thu,10,0,0,0,4
16,4,Fri,9,0,0,0,4
15,1,Tue,7,0,0,0,2
9,1,Tue,5,0,0,0,3
10,0,Mon,2,0,0,0,4
10,1,Tue,9,0,0,0,7
12,3,Thu,7,1,0,0,11
11,5,Sat,9,0,0,1,7
9,1,Tue,11,0,0,0,2
20,2,Wed,9,0,1,0,12
22,2,Wed,10,0,1,0,12
10,2,Wed,5,0,0,0,4
19,1,Tue,7,0,1,0,13
17,6,Sun,5,0,0,1,7
21,1,Tue,3,0,1,0,12
9,0,Mon,10,0,0,0,2
17,5,Sat,8,0,0,1,7
15,6,Sun,8,0,0,1,11
10,5,Sat,9,0,0,1,6
10,6,Sun,11,0,0,1,8
13,6,Sun,12,1,0,1,17
21,4,Fri,6,0,1,0,14
13,0,Mon,2,1,0,0,10
12,3,Thu,3,1,0,0,13
20,2,Wed,11,0,1,0,15
18,1,Tue,12,0,0,0,4
18,4,Fri,10,0,0,0,5
21,4,Fri,11,0,1,0,15
20,6,Sun,6,0,1,1,17
11,1,Tue,1,0,0,0,4
12,0,Mon,2,1,0,0,12
18,4,Fri,8,0,0,0,2
12,5,Sat,11,1,0,1,16
10,0,Mon,8,0,0,0,6
13,1,Tue,6,1,0,0,13
13,6,Sun,3,1,0,1,17
13,0,Mon,2,1,0,0,11
19,6,Sun,6,0,1,1,18
19,5,Sat,1,0,1,1,16
18,2,Wed,10,0,0,0,4
9,6,Sun,6,0,0,1,10
14,6,Sun,9,1,0,1,14
19,1,Tue,7,0,1,0,16
10,5,Sat,9,0,0,1,9
15,1,Tue,2,0,0,0,3
12,5,Sat,11,1,0,1,15
13,5,Sat,5,1,0,1,16
13,4,Fri,9,1,0,0,12
13,4,Fri,7,1,0,0,11
10,4,Fri,9,0,0,0,4
13,2,Wed,11,1,0,0,12
11,2,Wed,6,0,0,0,4
12,5,Sat,7,1,0,1,14
21,3,Thu,10,0,1,0,14
10,1,Tue,5,0,0,0,5
12,4,Fri,6,1,0,0,14
21,1,Tue,1,0,1,0,12
17,6,Sun,1,0,0,1,8
16,5,Sat,2,0,0,1,10
21,0,Mon,11,0,1,0,12
22,5,Sat,4,0,1,1,20
19,2,Wed,11,0,1,0,13
20,3,Thu,9,0,1,0,13
11,0,Mon,7,0,0,0,3
9,1,Tue,6,0,0,0,6
9,2,Wed,1,0,0,0,2
14,4,Fri,5,1,0,0,12
11,0,Mon,11,0,0,0,2
12,2,Wed,12,1,0,0,11
9,1,Tue,4,0,0,0,5
16,5,Sat,5,0,0,1,6
9,1,Tue,11,0,0,0,5
13,0,Mon,9,1,0,0,12
14,0,Mon,12,1,0,0,11
10,5,Sat,3,0,0,1,7
15,0,Mon,4,0,0,0,2
15,3,Thu,8,0,0,0,3
9,4,Fri,3,0,0,0,3
12,2,Wed,3,1,0,0,10
20,5,Sat,9,0,1,1,16
21,1,Tue,5,0,1,0,12
12,1,Tue,10,1,0,0,11
13,4,Fri,1,1,0,0,11
9,0,Mon,7,0,0,0,3
9,0,Mon,7,0,0,0,5
15,1,Tue,6,0,0,0,4
17,4,Fri,6,0,0,0,4
9,1,Tue,3,0,0,0,7
10,0,Mon,3,0,0,0,3
14,5,Sat,10,1,0,1,15
14,2,Wed,11,1,0,0,10
10,0,Mon,9,0,0,0,4
17,5,Sat,1,0,0,1,7
12,2,Wed,7,1,0,0,11
21,6,Sun,12,0,1,1,18
15,3,Thu,11,0,0,0,4
14,4,Fri,10,1,0,0,12
19,5,Sat,7,0,1,1,17
21,3,Thu,8,0,1,0,13
19,0,Mon,6,0,1,0,13
11,6,Sun,8,0,0,1,9
16,4,Fri,1,0,0,0,5
15,5,Sat,1,0,0,1,9
17,6,Sun,9,0,0,1,8
11,0,Mon,12,0,0,0,2
9,4,Fri,4,0,0,0,6
10,4,Fri,3,0,0,0,4
20,0,Mon,6,0,1,0,14
19,0,Mon,10,0,1,0,15
20,6,Sun,12,0,1,1,18
9,6,Sun,12,0,0,1,10
19,5,Sat,9,0,1,1,18
13,4,Fri,10,1,0,0,15
18,5,Sat,11,0,0,1,9
22,6,Sun,4,0,1,1,18
10,4,Fri,9,0,0,0,2
11,5,Sat,5,0,0,1,7
16,0,Mon,7,0,0,0,3
18,0,Mon,3,0,0,0,3
22,1,Tue,3,0,1,0,13
13,6,Sun,12,1,0,1,18
12,5,Sat,3,1,0,1,15
13,1,Tue,8,1,0,0,12
18,1,Tue,6,0,0,0,2
14,3,Thu,9,1,0,0,13
20,4,Fri,9,0,1,0,14
15,2,Wed,8,0,0,0,3
22,3,Thu,1,0,1,0,13
21,6,Sun,6,0,1,1,18
17,4,Fri,4,0,0,0,3
9,2,Wed,4,0,0,0,3
12,1,Tue,3,1,0,0,12
20,2,Wed,12,0,1,0,13
20,0,Mon,9,0,1,0,13
17,6,Sun,2,0,0,1,7
13,0,Mon,1,1,0,0,11
16,5,Sat,10,0,0,1,8
20,4,Fri,3,0,1,0,14
9,3,Thu,4,0,0,0,3
12,6,Sun,4,1,0,1,16
20,1,Tue,6,0,1,0,16
22,6,Sun,1,0,1,1,17
20,4,Fri,1,0,1,0,16
17,1,Tue,2,0,0,0,2
21,0,Mon,4,0,1,0,14
9,6,Sun,7,0,0,1,7
9,3,Thu,6,0,0,0,3
12,3,Thu,11,1,0,0,11
22,0,Mon,9,0,1,0,14
11,2,Wed,7,0,0,0,2
15,3,Thu,12,0,0,0,4
19,2,Wed,5,0,1,0,15
11,1,Tue,6,0,0,0,3
9,3,Thu,10,0,0,0,3
20,5,Sat,9,0,1,1,17
19,0,Mon,1,0,1,0,15
18,6,Sun,11,0,0,1,7
10,2,Wed,9,0,0,0,5
18,5,Sat,6,0,0,1,8
21,1,Tue,12,0,1,0,13
12,1,Tue,4,1,0,0,11
9,3,Thu,12,0,0,0,4
9,3,Thu,5,0,0,0,3
20,5,Sat,1,0,1,1,16
22,4,Fri,7,0,1,0,13
16,4,Fri,8,0,0,0,3
15,3,Thu,11,0,0,0,3
22,4,Fri,5,0,1,0,12
16,0,Mon,2,0,0,0,4
21,5,Sat,8,0,1,1,17
12,0,Mon,10,1,0,0,12
14,4,Fri,7,1,0,0,13
21,3,Thu,10,0,1,0,14
11,0,Mon,9,0,0,0,2
19,1,Tue,4,0,1,0,14
21,6,Sun,11,0,1,1,16
16,3,Thu,9,0,0,0,3
12,5,Sat,4,1,0,1,16
11,2,Wed,3,0,0,0,3
12,2,Wed,11,1,0,0,14
14,3,Thu,3,1,0,0,10
19,4,Fri,10,0,1,0,13
15,0,Mon,2,0,0,0,3
15,0,Mon,10,0,0,0,2
22,3,Thu,3,0,1,0,12
20,1,Tue,8,0,1,0,13
12,5,Sat,11,1,0,1,14
16,4,Fri,8,0,0,0,2
15,1,Tue,2,0,0,0,3
10,3,Thu,11,0,0,0,5
21,3,Thu,2,0,1,0,13
16,1,Tue,2,0,0,0,2
17,2,Wed,10,0,0,0,4
13,3,Thu,7,1,0,0,11
12,5,Sat,6,1,0,1,16
12,6,Sun,12,1,0,1,14
21,4,Fri,11,0,1,0,13
12,1,Tue,1,1,0,0,13
14,2,Wed,2,1,0,0,11
19,1,Tue,1,0,1,0,15
12,2,Wed,12,1,0,0,10
15,2,Wed,11,0,0,0,4
15,5,Sat,7,0,0,1,6
13,4,Fri,6,1,0,0,10
21,3,Thu,2,0,1,0,13
13,2,Wed,2,1,0,0,13
18,3,Thu,2,0,0,0,3
16,4,Fri,8,0,0,0,2
15,3,Thu,7,0,0,0,3
22,5,Sat,1,0,1,1,20
15,5,Sat,4,0,0,1,8
14,0,Mon,11,1,0,0,14
15,5,Sat,4,0,0,1,7
15,2,Wed,7,0,0,0,3
18,4,Fri,2,0,0,0,3
22,5,Sat,4,0,1,1,20
10,1,Tue,1,0,0,0,4
22,4,Fri,11,0,1,0,15
18,2,Wed,11,0,0,0,5
10,4,Fri,4,0,0,0,2
22,5,Sat,11,0,1,1,16
18,1,Tue,1,0,0,0,2
15,0,Mon,2,0,0,0,2
22,2,Wed,2,0,1,0,12
18,6,Sun,12,0,0,1,8
15,2,Wed,10,0,0,0,3
15,4,Fri,12,0,0,0,2
13,6,Sun,3,1,0,1,16
9,6,Sun,8,0,0,1,8
22,3,Thu,11,0,1,0,14
10,6,Sun,6,0,0,1,6
21,3,Thu,6,0,1,0,14
17,6,Sun,9,0,0,1,8
16,1,Tue,8,0,0,0,2
16,0,Mon,2,0,0,0,3
18,0,Mon,6,0,0,0,2
9,6,Sun,1,0,0,1,6
14,4,Fri,9,1,0,0,11
17,4,Fri,4,0,0,0,2
16,3,Thu,4,0,0,0,6
11,5,Sat,9,0,0,1,8
12,0,Mon,3,1,0,0,10
11,5,Sat,5,0,0,1,7
14,0,Mon,1,1,0,0,12
22,5,Sat,6,0,1,1,20
17,5,Sat,3,0,0,1,8
16,0,Mon,1,0,0,0,4
21,1,Tue,10,0,1,0,12
18,1,Tue,6,0,0,0,4
12,4,Fri,12,1,0,0,12
10,5,Sat,10,0,0,1,8
21,5,Sat,2,0,1,1,16
16,5,Sat,8,0,0,1,8
16,5,Sat,11,0,0,1,8
22,5,Sat,12,0,1,1,17
20,3,Thu,2,0,1,0,12
19,2,Wed,4,0,1,0,13
14,5,Sat,3,1,0,1,15
22,3,Thu,9,0,1,0,13
16,1,Tue,2,0,0,0,3
17,5,Sat,3,0,0,1,7
21,1,Tue,7,0,1,0,14
9,4,Fri,4,0,0,0,4
17,2,Wed,6,0,0,0,5
10,0,Mon,3,0,0,0,2
22,2,Wed,1,0,1,0,13
21,5,Sat,11,0,1,1,17
9,5,Sat,6,0,0,1,8
16,2,Wed,4,0,0,0,3
16,2,Wed,2,0,0,0,3
19,4,Fri,7,0,1,0,14
12,6,Sun,10,1,0,1,15
16,1,Tue,12,0,0,0,3
15,0,Mon,5,0,0,0,4
21,6,Sun,6,0,1,1,17
10,2,Wed,6,0,0,0,4
13,0,Mon,9,1,0,0,14
22,2,Wed,12,0,1,0,13
18,1,Tue,2,0,0,0,7
