hour_of_day,day_of_week,day_name,active_orders,active_items,order_size,is_peak_hour,is_weekend,wait_time_mins
22,5,Sat,1,42,1,0,1,24.8
19,2,Wed,16,13,4,1,0,60.0
18,2,Wed,15,21,5,0,0,46.9
12,2,Wed,1,30,1,1,0,25.4
16,5,Sat,21,22,1,0,1,60.0
19,3,Thu,19,47,3,1,0,60.0
19,4,Fri,5,19,4,1,0,36.9
20,4,Fri,24,37,6,1,0,60.0
14,1,Tue,9,54,5,1,0,60.0
16,4,Fri,9,3,7,0,0,31.3
11,4,Fri,7,14,2,0,0,25.0
13,2,Wed,0,23,1,1,0,20.0
11,2,Wed,12,24,6,0,0,39.2
22,5,Sat,23,0,5,0,1,60.0
22,1,Tue,8,6,2,0,0,21.5
21,0,Mon,21,56,6,1,0,60.0
16,6,Sun,9,30,4,0,1,39.7
11,1,Tue,14,11,4,0,0,36.7
22,1,Tue,4,41,5,0,0,31.6
20,3,Thu,21,4,7,1,0,60.0
10,5,Sat,15,43,2,0,1,55.8
18,3,Thu,12,49,4,0,0,45.2
10,1,Tue,21,41,5,0,0,56.4
17,1,Tue,24,37,4,0,0,60.0
11,1,Tue,19,59,4,0,0,60.0
21,4,Fri,17,11,6,1,0,60.0
17,6,Sun,10,38,6,0,1,45.4
22,6,Sun,8,17,4,0,1,32.7
12,3,Thu,15,1,3,1,0,51.3
15,1,Tue,1,9,6,0,0,17.4
12,6,Sun,24,14,2,1,1,60.0
16,2,Wed,1,29,5,0,0,20.1
19,6,Sun,11,43,5,1,1,60.0
18,5,Sat,7,57,7,0,1,52.6
11,5,Sat,8,16,2,0,1,33.9
21,6,Sun,11,3,2,1,1,51.5
21,2,Wed,8,6,2,1,0,29.9
14,5,Sat,9,40,7,1,1,60.0
22,4,Fri,24,30,2,0,0,59.5
15,6,Sun,1,50,1,0,1,27.7
13,4,Fri,15,59,7,1,0,60.0
13,6,Sun,19,58,5,1,1,60.0
13,0,Mon,6,54,1,1,0,40.4
11,0,Mon,1,38,7,0,0,28.0
13,0,Mon,0,54,4,1,0,37.4
20,5,Sat,18,33,4,1,1,60.0
10,4,Fri,3,5,5,0,0,19.1
21,4,Fri,23,49,4,1,0,60.0
15,4,Fri,21,37,2,0,0,53.3
10,2,Wed,1,44,7,0,0,28.4
19,4,Fri,24,57,1,1,0,60.0
15,2,Wed,13,50,2,0,0,45.6
10,0,Mon,1,33,4,0,0,20.8
15,0,Mon,14,43,6,0,0,51.3
19,5,Sat,11,14,1,1,1,47.1
17,6,Sun,4,13,2,0,1,21.2
20,0,Mon,19,5,7,1,0,59.7
11,6,Sun,6,49,5,0,1,45.1
11,6,Sun,23,36,2,0,1,60.0
22,5,Sat,20,49,6,0,1,60.0
21,1,Tue,9,31,4,1,0,45.2
13,1,Tue,13,2,1,1,0,43.4
20,3,Thu,13,2,5,1,0,53.6
12,5,Sat,4,21,1,1,1,32.5
13,3,Thu,17,21,5,1,0,60.0
22,3,Thu,23,9,7,0,0,55.8
21,1,Tue,13,50,1,1,0,60.0
16,5,Sat,1,2,4,0,1,11.0
22,1,Tue,11,11,7,0,0,38.1
20,3,Thu,21,28,7,1,0,60.0
10,5,Sat,23,47,5,0,1,60.0
15,3,Thu,5,16,3,0,0,20.8
12,4,Fri,3,6,1,1,0,18.9
20,6,Sun,12,12,1,1,1,55.9
19,5,Sat,3,55,2,1,1,54.2
16,5,Sat,21,1,5,0,1,58.6
19,6,Sun,13,3,6,1,1,56.7
11,3,Thu,15,9,3,0,0,38.8
11,4,Fri,3,38,4,0,0,30.2
22,2,Wed,23,23,2,0,0,52.5
13,6,Sun,24,16,3,1,1,60.0
10,1,Tue,0,51,5,0,0,27.5
12,3,Thu,12,5,3,1,0,44.8
22,6,Sun,3,18,7,0,1,27.7
18,6,Sun,19,4,1,0,1,50.4
16,5,Sat,17,31,7,0,1,60.0
16,1,Tue,5,9,1,0,0,17.7
22,1,Tue,2,8,2,0,0,13.0
22,1,Tue,22,26,5,0,0,59.6
20,6,Sun,12,12,5,1,1,59.9
13,2,Wed,15,18,3,1,0,60.0
11,0,Mon,4,20,2,0,0,24.7
13,3,Thu,3,23,5,1,0,30.1
15,0,Mon,20,37,6,0,0,56.8
20,6,Sun,7,3,6,1,1,44.4
20,0,Mon,18,23,7,1,0,60.0
12,6,Sun,13,58,1,1,1,60.0
10,0,Mon,6,34,3,0,0,25.5
21,1,Tue,13,2,4,1,0,46.2
17,4,Fri,5,3,1,0,0,16.0
21,1,Tue,11,56,2,1,0,60.0
22,1,Tue,15,36,5,0,0,51.6
14,5,Sat,16,39,1,1,1,60.0
14,5,Sat,12,47,4,1,1,60.0
20,0,Mon,22,53,4,1,0,60.0
13,6,Sun,13,34,6,1,1,60.0
15,1,Tue,6,30,2,0,0,27.8
12,0,Mon,13,55,1,1,0,60.0
18,5,Sat,14,43,3,0,1,54.9
14,4,Fri,11,24,1,1,0,40.1
12,3,Thu,16,39,6,1,0,60.0
20,0,Mon,8,12,7,1,0,47.2
10,4,Fri,21,3,4,0,0,45.4
19,3,Thu,14,45,2,1,0,60.0
21,2,Wed,11,13,2,1,0,46.3
15,0,Mon,1,12,3,0,0,13.3
11,0,Mon,4,26,2,0,0,24.8
22,2,Wed,12,5,6,0,0,35.0
12,2,Wed,19,16,6,1,0,60.0
10,0,Mon,22,35,6,0,0,60.0
18,2,Wed,7,39,2,0,0,29.8
17,1,Tue,13,48,2,0,0,43.8
21,3,Thu,14,34,6,1,0,60.0
11,3,Thu,10,16,2,0,0,27.9
21,3,Thu,0,40,2,1,0,27.6
20,1,Tue,20,1,4,1,0,60.0
17,6,Sun,2,56,1,0,1,33.1
21,2,Wed,16,12,5,1,0,55.9
18,4,Fri,18,51,2,0,0,52.9
10,2,Wed,13,1,5,0,0,34.8
22,0,Mon,21,51,7,0,0,60.0
14,5,Sat,22,27,5,1,1,60.0
17,3,Thu,7,42,4,0,0,33.8
20,2,Wed,12,58,2,1,0,60.0
11,4,Fri,19,25,6,0,0,52.6
13,0,Mon,2,21,5,1,0,29.1
16,1,Tue,4,46,2,0,0,23.7
12,6,Sun,8,42,3,1,1,55.7
22,1,Tue,5,54,7,0,0,37.1
21,4,Fri,24,2,6,1,0,60.0
14,0,Mon,21,34,3,1,0,60.0
17,3,Thu,1,59,3,0,0,26.9
21,2,Wed,12,57,5,1,0,60.0
19,0,Mon,4,11,3,1,0,27.1
12,6,Sun,24,23,4,1,1,60.0
13,1,Tue,7,4,4,1,0,34.8
18,6,Sun,22,19,5,0,1,60.0
16,6,Sun,0,38,2,0,1,19.1
10,4,Fri,19,38,1,0,0,51.7
21,4,Fri,11,12,2,1,0,45.6
13,2,Wed,22,40,2,1,0,60.0
13,4,Fri,10,56,2,1,0,60.0
18,4,Fri,6,52,2,0,0,33.3
15,0,Mon,14,44,6,0,0,51.4
18,3,Thu,21,11,1,0,0,48.9
21,2,Wed,23,12,6,1,0,60.0
15,0,Mon,10,55,3,0,0,43.6
15,3,Thu,21,9,7,0,0,53.4
14,6,Sun,15,32,2,1,1,60.0
14,0,Mon,2,56,7,1,0,46.8
11,5,Sat,19,39,4,0,1,60.0
17,0,Mon,13,53,5,0,0,49.0
17,4,Fri,2,15,5,0,0,22.0
20,3,Thu,0,44,6,1,0,38.2
22,2,Wed,20,34,6,0,0,55.0
10,2,Wed,14,2,4,0,0,33.4
17,3,Thu,0,55,2,0,0,23.2
14,4,Fri,16,4,7,1,0,59.0
11,1,Tue,1,25,7,0,0,23.3
11,0,Mon,19,10,1,0,0,40.9
15,4,Fri,5,6,3,0,0,21.3
20,5,Sat,7,52,5,1,1,60.0
22,6,Sun,15,55,3,0,1,60.0
18,3,Thu,18,9,1,0,0,41.3
10,0,Mon,0,41,6,0,0,23.7
21,2,Wed,2,51,7,1,0,39.5
15,6,Sun,2,33,5,0,1,29.4
18,1,Tue,4,2,3,0,0,15.8
17,5,Sat,11,7,6,0,1,38.6
20,2,Wed,11,30,1,1,0,52.1
15,3,Thu,19,10,3,0,0,47.1
12,0,Mon,12,44,7,1,0,60.0
17,3,Thu,19,6,2,0,0,45.1
18,6,Sun,8,44,6,0,1,46.2
10,0,Mon,6,1,1,0,0,15.5
21,4,Fri,3,5,3,1,0,20.3
18,1,Tue,18,40,7,0,0,56.5
15,4,Fri,21,31,2,0,0,54.7
15,4,Fri,18,19,2,0,0,42.4
21,3,Thu,5,56,1,1,0,46.6
13,6,Sun,12,33,4,1,1,60.0
10,1,Tue,10,49,7,0,0,47.2
19,0,Mon,12,15,7,1,0,52.1
17,0,Mon,12,24,5,0,0,40.3
11,5,Sat,24,11,1,0,1,60.0
21,2,Wed,21,6,2,1,0,60.0
10,5,Sat,19,38,2,0,1,60.0
11,5,Sat,14,16,1,0,1,45.1
10,0,Mon,20,44,4,0,0,57.1
10,3,Thu,12,10,5,0,0,35.1
18,4,Fri,21,5,3,0,0,50.9
22,6,Sun,10,22,1,0,1,34.9
10,4,Fri,18,26,5,0,0,54.3
22,4,Fri,7,45,7,0,0,38.8
13,1,Tue,19,5,5,1,0,60.0
19,0,Mon,7,37,6,1,0,52.0
15,6,Sun,9,1,2,0,1,28.9
16,3,Thu,15,21,3,0,0,41.9
11,1,Tue,18,19,1,0,0,42.8
15,2,Wed,22,24,2,0,0,54.4
16,3,Thu,10,14,6,0,0,30.3
19,5,Sat,12,59,6,1,1,60.0
19,3,Thu,8,48,2,1,0,54.3
11,3,Thu,19,28,4,0,0,48.9
11,4,Fri,23,7,5,0,0,53.7
19,3,Thu,18,36,1,1,0,60.0
16,5,Sat,15,48,1,0,1,53.5
21,5,Sat,6,51,1,1,1,47.4
10,0,Mon,18,32,2,0,0,47.0
17,3,Thu,11,21,7,0,0,39.0
20,4,Fri,14,49,4,1,0,60.0
22,3,Thu,22,46,3,0,0,59.0
12,2,Wed,13,4,6,1,0,52.3
20,2,Wed,10,38,2,1,0,52.1
15,4,Fri,9,17,7,0,0,38.0
18,0,Mon,10,37,3,0,0,38.8
15,0,Mon,5,53,6,0,0,38.4
18,5,Sat,1,52,6,0,1,37.2
16,5,Sat,10,36,4,0,1,44.1
18,1,Tue,18,29,5,0,0,51.0
11,4,Fri,5,50,1,0,0,32.4
21,3,Thu,13,30,3,1,0,51.7
17,6,Sun,19,9,2,0,1,51.5
17,4,Fri,5,14,3,0,0,19.1
11,1,Tue,16,41,5,0,0,52.6
21,5,Sat,9,58,1,1,1,60.0
13,4,Fri,0,47,3,1,0,33.5
20,4,Fri,2,43,5,1,0,38.2
16,5,Sat,7,17,2,0,1,26.4
20,1,Tue,7,22,4,1,0,36.4
13,5,Sat,19,32,7,1,1,60.0
13,0,Mon,21,15,6,1,0,60.0
15,3,Thu,14,53,2,0,0,47.4
19,5,Sat,23,37,1,1,1,60.0
15,1,Tue,6,34,6,0,0,34.7
19,2,Wed,10,33,7,1,0,60.0
12,0,Mon,6,27,2,1,0,35.9
18,2,Wed,3,1,2,0,0,11.8
21,6,Sun,24,29,2,1,1,60.0
19,5,Sat,11,12,2,1,1,49.9
20,0,Mon,5,40,6,1,0,45.0
11,3,Thu,13,15,1,0,0,33.7
15,5,Sat,11,58,7,0,1,60.0
21,3,Thu,10,4,5,1,0,44.3
16,4,Fri,18,54,3,0,0,58.8
21,2,Wed,20,27,4,1,0,60.0
22,0,Mon,4,52,7,0,0,38.0
18,3,Thu,13,38,3,0,0,41.1
22,1,Tue,20,44,3,0,0,59.6
12,3,Thu,23,19,4,1,0,60.0
19,1,Tue,15,23,7,1,0,60.0
12,5,Sat,24,26,6,1,1,60.0
16,0,Mon,12,29,1,0,0,37.6
13,3,Thu,24,57,4,1,0,60.0
22,6,Sun,21,44,1,0,1,60.0
17,3,Thu,21,26,6,0,0,56.3
22,6,Sun,24,25,3,0,1,60.0
16,0,Mon,19,6,1,0,0,40.4
14,3,Thu,21,41,6,1,0,60.0
16,1,Tue,3,46,6,0,0,32.9
12,3,Thu,10,52,5,1,0,60.0
21,2,Wed,16,58,4,1,0,60.0
11,5,Sat,6,37,5,0,1,36.5
15,4,Fri,13,4,3,0,0,34.3
11,1,Tue,10,22,4,0,0,33.1
12,2,Wed,21,27,3,1,0,60.0
15,6,Sun,8,33,5,0,1,41.1
14,5,Sat,22,52,7,1,1,60.0
17,0,Mon,12,14,6,0,0,37.3
18,1,Tue,22,31,3,0,0,60.0
20,4,Fri,17,25,4,1,0,60.0
12,5,Sat,10,47,4,1,1,60.0
21,6,Sun,14,30,3,1,1,60.0
19,4,Fri,24,18,4,1,0,60.0
12,0,Mon,24,8,6,1,0,60.0
12,0,Mon,21,28,7,1,0,60.0
22,6,Sun,18,53,6,0,1,60.0
22,1,Tue,0,57,4,0,0,26.4
15,6,Sun,3,50,3,0,1,35.2
10,3,Thu,13,38,5,0,0,45.8
16,0,Mon,13,3,4,0,0,31.1
21,5,Sat,2,2,4,1,1,22.4
10,3,Thu,16,55,4,0,0,55.1
14,2,Wed,2,28,4,1,0,30.8
19,4,Fri,15,51,3,1,0,60.0
22,3,Thu,13,10,5,0,0,38.9
17,4,Fri,19,32,5,0,0,55.1
13,6,Sun,12,37,1,1,1,60.0
14,3,Thu,14,57,4,1,0,60.0
13,6,Sun,13,10,4,1,1,59.7
21,2,Wed,23,26,1,1,0,60.0
21,0,Mon,24,32,5,1,0,60.0
13,2,Wed,18,20,2,1,0,60.0
21,0,Mon,5,38,6,1,0,47.5
17,6,Sun,9,30,2,0,1,41.1
11,0,Mon,14,37,5,0,0,45.3
10,4,Fri,20,45,7,0,0,60.0
12,5,Sat,21,1,4,1,1,60.0
18,2,Wed,19,26,2,0,0,50.8
13,3,Thu,5,35,3,1,0,41.6
19,2,Wed,22,10,3,1,0,60.0
14,4,Fri,24,46,1,1,0,60.0
11,0,Mon,9,17,5,0,0,31.0
13,4,Fri,6,58,5,1,0,58.5
11,1,Tue,21,0,2,0,0,42.4
11,1,Tue,16,34,4,0,0,50.4
13,3,Thu,17,34,5,1,0,60.0
15,4,Fri,16,30,2,0,0,45.1
16,6,Sun,8,27,2,0,1,32.5
19,3,Thu,9,38,6,1,0,55.4
12,6,Sun,9,0,6,1,1,52.6
12,3,Thu,24,24,5,1,0,60.0
19,1,Tue,6,42,2,1,0,43.7
15,3,Thu,15,37,1,0,0,42.3
22,1,Tue,17,19,1,0,0,46.0
21,0,Mon,5,2,6,1,0,32.8
12,6,Sun,19,50,5,1,1,60.0
22,4,Fri,0,1,4,0,0,10.8
11,3,Thu,0,17,7,0,0,19.1
17,1,Tue,11,43,1,0,0,37.6
14,2,Wed,20,9,1,1,0,60.0
10,6,Sun,1,4,6,0,1,20.9
12,3,Thu,3,8,6,1,0,27.2
19,5,Sat,16,1,5,1,1,60.0
17,0,Mon,3,33,6,0,0,24.0
13,0,Mon,10,59,3,1,0,60.0
16,2,Wed,21,37,7,0,0,60.0
19,1,Tue,3,30,2,1,0,33.5
21,3,Thu,0,9,1,1,0,13.1
11,6,Sun,6,49,3,0,1,38.9
16,1,Tue,17,11,4,0,0,43.6
14,0,Mon,8,35,3,1,0,41.6
14,1,Tue,2,53,5,1,0,44.6
15,0,Mon,7,20,4,0,0,28.8
22,1,Tue,23,48,4,0,0,60.0
18,2,Wed,18,46,6,0,0,59.9
15,4,Fri,3,5,3,0,0,15.6
21,2,Wed,17,47,5,1,0,60.0
22,2,Wed,19,48,1,0,0,56.7
17,4,Fri,10,2,7,0,0,30.9
16,4,Fri,13,9,6,0,0,36.6
18,3,Thu,24,4,3,0,0,49.6
13,6,Sun,17,45,1,1,1,60.0
11,6,Sun,15,25,3,0,1,52.8
16,3,Thu,2,20,6,0,0,19.2
15,2,Wed,14,44,1,0,0,47.4
10,2,Wed,3,25,6,0,0,23.5
20,0,Mon,4,37,3,1,0,31.8
18,0,Mon,16,43,4,0,0,54.5
18,6,Sun,6,25,7,0,1,33.3
21,3,Thu,15,7,2,1,0,53.8
11,5,Sat,13,4,7,0,1,47.3
12,5,Sat,15,14,4,1,1,60.0
14,3,Thu,6,58,6,1,0,55.1
14,0,Mon,8,15,7,1,0,46.6
10,6,Sun,3,0,6,0,1,23.6
17,6,Sun,21,15,6,0,1,60.0
21,0,Mon,10,36,1,1,0,51.7
17,5,Sat,1,2,5,0,1,18.3
13,1,Tue,11,51,6,1,0,60.0
22,1,Tue,11,46,7,0,0,45.9
16,0,Mon,3,30,7,0,0,29.7
20,1,Tue,17,12,7,1,0,60.0
19,4,Fri,20,55,4,1,0,60.0
12,3,Thu,6,15,2,1,0,30.8
15,3,Thu,0,54,6,0,0,30.0
19,0,Mon,22,42,6,1,0,60.0
22,2,Wed,12,20,6,0,0,42.0
19,5,Sat,5,1,1,1,1,24.9
21,0,Mon,5,53,6,1,0,49.1
18,1,Tue,11,26,4,0,0,41.8
10,5,Sat,7,37,3,0,1,34.7
14,2,Wed,23,25,5,1,0,60.0
13,1,Tue,21,57,7,1,0,60.0
17,6,Sun,18,58,6,0,1,60.0
20,4,Fri,4,37,1,1,0,36.1
21,1,Tue,17,45,4,1,0,60.0
10,4,Fri,4,24,6,0,0,26.4
18,5,Sat,24,10,1,0,1,60.0
15,4,Fri,9,7,3,0,0,26.5
13,5,Sat,0,7,2,1,1,14.9
21,5,Sat,9,32,6,1,1,60.0
18,5,Sat,4,52,4,0,1,36.8
20,5,Sat,11,6,1,1,1,49.3
14,5,Sat,21,37,1,1,1,60.0
14,1,Tue,6,20,6,1,0,37.1
21,5,Sat,8,7,1,1,1,41.4
14,1,Tue,21,50,2,1,0,60.0
10,5,Sat,20,53,1,0,1,60.0
10,4,Fri,11,20,7,0,0,39.4
17,6,Sun,22,55,5,0,1,60.0
21,5,Sat,0,19,7,1,1,34.1
17,2,Wed,10,7,5,0,0,25.4
21,5,Sat,20,57,1,1,1,60.0
15,5,Sat,14,45,6,0,1,60.0
21,4,Fri,1,30,5,1,0,28.6
20,3,Thu,19,49,4,1,0,60.0
22,4,Fri,6,56,5,0,0,41.1
13,2,Wed,20,28,7,1,0,60.0
11,3,Thu,11,47,1,0,0,41.6
11,0,Mon,21,8,6,0,0,54.7
18,0,Mon,17,14,3,0,0,44.4
14,2,Wed,2,29,6,1,0,30.3
13,4,Fri,6,25,6,1,0,41.0
19,1,Tue,10,9,6,1,0,53.7
22,2,Wed,17,28,4,0,0,47.8
10,6,Sun,11,53,2,0,1,58.9
16,3,Thu,5,15,7,0,0,30.3
12,3,Thu,4,35,1,1,0,34.9
15,5,Sat,0,19,2,0,1,16.4
14,0,Mon,11,44,3,1,0,56.9
14,3,Thu,10,53,2,1,0,57.6
20,2,Wed,3,36,1,1,0,29.4
14,3,Thu,17,21,7,1,0,60.0
10,2,Wed,3,6,7,0,0,17.9
10,1,Tue,16,22,1,0,0,38.8
12,5,Sat,1,40,3,1,1,42.0
21,0,Mon,23,39,1,1,0,60.0
19,3,Thu,21,28,3,1,0,60.0
13,2,Wed,1,15,3,1,0,15.6
14,4,Fri,11,37,1,1,0,53.7
11,0,Mon,5,27,5,0,0,27.7
17,1,Tue,9,47,7,0,0,46.3
20,2,Wed,24,37,3,1,0,60.0
20,6,Sun,22,30,1,1,1,60.0
11,6,Sun,24,13,5,0,1,60.0
18,5,Sat,20,52,7,0,1,60.0
11,5,Sat,22,32,3,0,1,60.0
22,1,Tue,15,56,7,0,0,58.4
18,1,Tue,13,8,5,0,0,35.7
16,5,Sat,6,56,7,0,1,46.2
17,3,Thu,18,26,4,0,0,48.0
20,3,Thu,22,23,6,1,0,60.0
11,2,Wed,16,12,4,0,0,41.2
16,4,Fri,8,25,5,0,0,37.7
21,2,Wed,12,28,3,1,0,57.6
15,4,Fri,21,50,1,0,0,60.0
13,1,Tue,4,48,2,1,0,41.8
16,0,Mon,22,42,1,0,0,59.0
22,2,Wed,4,27,7,0,0,29.3
13,2,Wed,9,27,2,1,0,44.8
11,4,Fri,20,7,2,0,0,45.6
19,1,Tue,9,22,7,1,0,44.8
21,1,Tue,6,28,7,1,0,44.6
16,6,Sun,14,4,3,0,1,41.4
17,4,Fri,6,41,5,0,0,32.6
11,1,Tue,14,6,1,0,0,32.1
14,5,Sat,2,41,5,1,1,46.2
10,3,Thu,18,35,4,0,0,54.2
16,6,Sun,9,40,3,0,1,44.9
17,5,Sat,14,26,3,0,1,51.7
22,0,Mon,2,57,4,0,0,32.0
15,2,Wed,5,45,1,0,0,28.1
14,6,Sun,11,1,6,1,1,56.0
15,0,Mon,14,24,4,0,0,38.7
11,2,Wed,5,8,1,0,0,16.8
10,3,Thu,12,52,2,0,0,43.6
16,1,Tue,18,26,7,0,0,56.7
16,5,Sat,2,0,3,0,1,15.4
19,4,Fri,7,22,1,1,0,31.8
20,5,Sat,7,9,5,1,1,46.2
19,3,Thu,22,41,7,1,0,60.0
11,0,Mon,19,51,5,0,0,60.0
11,4,Fri,14,24,7,0,0,47.2
10,1,Tue,3,53,3,0,0,24.9
19,3,Thu,18,2,4,1,0,52.4
17,4,Fri,20,5,6,0,0,47.3
17,3,Thu,2,57,4,0,0,30.8
10,3,Thu,12,5,1,0,0,32.4
21,1,Tue,7,52,4,1,0,50.0
20,6,Sun,22,1,3,1,1,60.0
17,2,Wed,15,57,1,0,0,50.5
18,4,Fri,12,57,2,0,0,45.1
13,1,Tue,2,17,4,1,0,24.4
10,3,Thu,15,22,4,0,0,42.6
10,1,Tue,8,1,6,0,0,29.5
12,6,Sun,13,11,1,1,1,59.0
14,2,Wed,12,21,5,1,0,54.5
14,5,Sat,20,36,4,1,1,60.0
18,4,Fri,24,19,3,0,0,58.5
19,2,Wed,6,38,4,1,0,48.0
21,0,Mon,14,23,6,1,0,59.6
11,4,Fri,6,47,2,0,0,31.0
11,2,Wed,5,19,6,0,0,25.6
15,3,Thu,1,0,4,0,0,11.4
18,4,Fri,8,0,5,0,0,25.5
10,4,Fri,21,16,7,0,0,56.6
18,1,Tue,23,58,4,0,0,60.0
18,3,Thu,16,0,1,0,0,36.4
22,0,Mon,4,52,4,0,0,31.6
18,5,Sat,11,51,5,0,1,55.3
